workload_id,timestamp_s,workload_class,priority,cpu_request,memory_request_gb,network_request_mbps,storage_request_gb,estimated_duration_s,latency_budget_ms,energy_sensitivity,edge_locality,semantic_description,stress_regime
workload-000000,38.99082,TC,3,5.1551,18.3142,239.5292,8.5259,3.05218,317.0351,0.7631,0.1407,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=5.16; memory_gb=18.31; latency_budget_ms=317.0; energy_sensitivity=0.76; edge_locality=0.14,normal
workload-002032,35477.41857,HB,1,4.5805,6.5583,596.0467,4.2658,2.33433,130.4966,0.8664,0.4531,hybrid microservice chain with variable compute and latency demand; priority=1; regime=high-contention; cpu=4.58; memory_gb=6.56; latency_budget_ms=130.5; energy_sensitivity=0.87; edge_locality=0.45,high-contention
workload-002033,35534.75172,LS,1,1.8632,1.5576,252.3418,1.3485,0.46826,40.6667,0.448,0.83,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=high-contention; cpu=1.86; memory_gb=1.56; latency_budget_ms=40.7; energy_sensitivity=0.45; edge_locality=0.83,high-contention
workload-002034,35536.14984,TC,2,3.3531,14.9667,898.8179,13.8319,3.64051,338.9495,0.9617,0.0259,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=high-contention; cpu=3.35; memory_gb=14.97; latency_budget_ms=338.9; energy_sensitivity=0.96; edge_locality=0.03,high-contention
workload-002035,35551.72112,TX,1,1.5407,5.5804,183.2323,2.1703,0.35619,123.1306,0.2891,0.6158,transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=1.54; memory_gb=5.58; latency_budget_ms=123.1; energy_sensitivity=0.29; edge_locality=0.62,high-contention
workload-002036,35603.8065,HB,2,6.5403,7.4098,512.8317,9.5133,1.89192,197.8783,0.7609,0.529,hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=6.54; memory_gb=7.41; latency_budget_ms=197.9; energy_sensitivity=0.76; edge_locality=0.53,high-contention
workload-002037,35610.95075,LS,3,3.1867,1.3939,356.7145,1.0053,0.43872,42.9315,0.5245,0.8523,latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=high-contention; cpu=3.19; memory_gb=1.39; latency_budget_ms=42.9; energy_sensitivity=0.52; edge_locality=0.85,high-contention
workload-002038,35619.78382,TC,2,4.1385,16.2918,557.6952,5.5351,1.60908,240.4345,0.8401,0.3367,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=high-contention; cpu=4.14; memory_gb=16.29; latency_budget_ms=240.4; energy_sensitivity=0.84; edge_locality=0.34,high-contention
workload-002039,35624.25746,TC,2,8.0773,12.125,409.2235,6.76,1.82935,279.8958,0.711,0.0799,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=high-contention; cpu=8.08; memory_gb=12.12; latency_budget_ms=279.9; energy_sensitivity=0.71; edge_locality=0.08,high-contention
workload-002040,35635.32253,TX,1,1.3688,2.6054,225.607,1.9907,0.70208,89.2904,0.3223,0.4902,transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=1.37; memory_gb=2.61; latency_budget_ms=89.3; energy_sensitivity=0.32; edge_locality=0.49,high-contention
workload-002041,35644.13128,TC,2,6.5889,16.5858,986.6401,4.2906,3.40827,292.503,0.7263,0.285,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=high-contention; cpu=6.59; memory_gb=16.59; latency_budget_ms=292.5; energy_sensitivity=0.73; edge_locality=0.29,high-contention
workload-002042,35647.19106,TX,2,1.5009,1.644,246.3754,1.8361,0.19193,106.1375,0.43,0.4188,transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=1.50; memory_gb=1.64; latency_budget_ms=106.1; energy_sensitivity=0.43; edge_locality=0.42,high-contention
workload-002043,35651.13329,LS,2,0.9718,0.7605,365.8006,0.5306,0.29611,42.4532,0.5431,0.9746,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=0.97; memory_gb=0.76; latency_budget_ms=42.5; energy_sensitivity=0.54; edge_locality=0.97,high-contention
workload-002044,35687.84804,TX,2,2.9705,1.3428,424.7444,2.2856,0.41522,103.5472,0.4182,0.3962,transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=2.97; memory_gb=1.34; latency_budget_ms=103.5; energy_sensitivity=0.42; edge_locality=0.40,high-contention
workload-002045,35688.73063,HB,2,5.0758,15.1505,548.6763,3.3682,2.24959,182.0459,0.5505,0.6879,hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=5.08; memory_gb=15.15; latency_budget_ms=182.0; energy_sensitivity=0.55; edge_locality=0.69,high-contention
workload-002046,35697.78125,TX,1,1.1846,4.8603,276.3167,1.0097,0.25898,105.8933,0.3361,0.3526,transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=1.18; memory_gb=4.86; latency_budget_ms=105.9; energy_sensitivity=0.34; edge_locality=0.35,high-contention
workload-002047,35735.16849,LS,1,2.9604,4.1759,462.0887,0.5157,0.13939,43.3985,0.5844,0.933,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=high-contention; cpu=2.96; memory_gb=4.18; latency_budget_ms=43.4; energy_sensitivity=0.58; edge_locality=0.93,high-contention
workload-002048,35744.64698,HB,2,3.8359,3.1969,572.7476,1.53,1.35156,243.7383,0.6158,0.351,hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=3.84; memory_gb=3.20; latency_budget_ms=243.7; energy_sensitivity=0.62; edge_locality=0.35,high-contention
workload-002049,35750.01256,TC,2,8.7055,5.0929,581.0307,17.4244,2.42098,258.0905,0.845,0.0919,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=high-contention; cpu=8.71; memory_gb=5.09; latency_budget_ms=258.1; energy_sensitivity=0.85; edge_locality=0.09,high-contention
workload-002050,35754.32227,TC,2,4.5792,16.647,559.6294,19.8132,2.46617,240.4679,0.8993,0.279,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=high-contention; cpu=4.58; memory_gb=16.65; latency_budget_ms=240.5; energy_sensitivity=0.90; edge_locality=0.28,high-contention
workload-002051,35767.48551,TX,2,3.6398,7.8049,489.6762,2.7777,0.19034,86.0551,0.4951,0.5278,transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=3.64; memory_gb=7.80; latency_budget_ms=86.1; energy_sensitivity=0.50; edge_locality=0.53,high-contention
workload-002052,35791.33825,TC,1,3.8036,14.7287,799.8902,10.424,1.85679,224.2034,0.8047,0.0953,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=high-contention; cpu=3.80; memory_gb=14.73; latency_budget_ms=224.2; energy_sensitivity=0.80; edge_locality=0.10,high-contention
workload-002053,35791.46204,TX,1,0.8238,3.259,264.0524,0.9586,0.34924,113.1812,0.4239,0.362,transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=0.82; memory_gb=3.26; latency_budget_ms=113.2; energy_sensitivity=0.42; edge_locality=0.36,high-contention
workload-002054,35802.03976,TX,2,3.4748,2.8317,290.1286,3.1998,0.36677,104.4669,0.2599,0.3183,transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=3.47; memory_gb=2.83; latency_budget_ms=104.5; energy_sensitivity=0.26; edge_locality=0.32,high-contention
workload-002055,35835.32411,HB,2,2.8637,11.7446,142.8798,5.8767,1.4638,211.9292,0.443,0.8137,hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=2.86; memory_gb=11.74; latency_budget_ms=211.9; energy_sensitivity=0.44; edge_locality=0.81,high-contention
workload-002056,35835.72717,TX,2,3.8785,1.6838,386.3272,1.6478,0.28753,117.9914,0.3437,0.3416,transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=3.88; memory_gb=1.68; latency_budget_ms=118.0; energy_sensitivity=0.34; edge_locality=0.34,high-contention
workload-002057,35847.36906,TC,2,7.6353,13.275,982.617,5.9435,2.91349,251.3194,0.8962,0.3114,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=high-contention; cpu=7.64; memory_gb=13.27; latency_budget_ms=251.3; energy_sensitivity=0.90; edge_locality=0.31,high-contention
workload-002058,35856.85583,TC,1,3.6619,8.1448,372.9306,14.5626,1.77461,245.7091,0.8773,0.1833,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=high-contention; cpu=3.66; memory_gb=8.14; latency_budget_ms=245.7; energy_sensitivity=0.88; edge_locality=0.18,high-contention
workload-002059,35887.10562,HB,2,6.0826,12.7,543.6493,9.0543,0.52485,199.0679,0.626,0.2689,hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=6.08; memory_gb=12.70; latency_budget_ms=199.1; energy_sensitivity=0.63; edge_locality=0.27,high-contention
workload-002060,35920.9408,TC,1,2.5065,5.4139,504.259,19.7212,1.20605,292.424,0.801,0.2582,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=high-contention; cpu=2.51; memory_gb=5.41; latency_budget_ms=292.4; energy_sensitivity=0.80; edge_locality=0.26,high-contention
workload-002061,35956.18235,TC,1,3.489,13.7285,242.7532,18.1402,0.99442,291.5497,0.9315,0.2843,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=high-contention; cpu=3.49; memory_gb=13.73; latency_budget_ms=291.5; energy_sensitivity=0.93; edge_locality=0.28,high-contention
workload-002062,35971.20461,HB,3,1.6951,5.6866,453.8047,2.593,0.56398,239.987,0.5923,0.726,hybrid microservice chain with variable compute and latency demand; priority=3; regime=high-contention; cpu=1.70; memory_gb=5.69; latency_budget_ms=240.0; energy_sensitivity=0.59; edge_locality=0.73,high-contention
workload-002063,35973.96218,HB,1,2.5942,6.5424,617.2898,3.2384,0.39321,96.6578,0.6903,0.7488,hybrid microservice chain with variable compute and latency demand; priority=1; regime=high-contention; cpu=2.59; memory_gb=6.54; latency_budget_ms=96.7; energy_sensitivity=0.69; edge_locality=0.75,high-contention
workload-002064,35985.55124,TC,2,6.8636,19.9954,301.1088,19.761,1.75726,278.345,0.8824,0.2746,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=high-contention; cpu=6.86; memory_gb=20.00; latency_budget_ms=278.3; energy_sensitivity=0.88; edge_locality=0.27,high-contention
workload-002065,36004.1188,HB,2,3.4716,4.6863,83.4099,1.7399,1.65902,134.6435,0.6955,0.7899,hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=3.47; memory_gb=4.69; latency_budget_ms=134.6; energy_sensitivity=0.70; edge_locality=0.79,high-contention
workload-002066,36018.37519,TX,3,1.0428,2.486,214.0529,2.4442,0.6989,105.3121,0.4677,0.2785,transactional service requiring stable latency and low jitter; priority=3; regime=high-contention; cpu=1.04; memory_gb=2.49; latency_budget_ms=105.3; energy_sensitivity=0.47; edge_locality=0.28,high-contention
workload-002067,36058.70362,LS,1,2.4346,4.4819,641.1044,1.2769,0.26056,46.5399,0.4768,0.9306,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=high-contention; cpu=2.43; memory_gb=4.48; latency_budget_ms=46.5; energy_sensitivity=0.48; edge_locality=0.93,high-contention
workload-002068,36074.50094,LS,1,1.5656,4.3115,137.7789,0.717,0.09059,57.9251,0.5412,0.8346,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=high-contention; cpu=1.57; memory_gb=4.31; latency_budget_ms=57.9; energy_sensitivity=0.54; edge_locality=0.83,high-contention
workload-002069,36081.47627,HB,2,6.0899,7.5386,418.7193,5.3791,2.01436,191.4627,0.7345,0.7151,hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=6.09; memory_gb=7.54; latency_budget_ms=191.5; energy_sensitivity=0.73; edge_locality=0.72,high-contention
workload-002070,36092.44667,HB,1,4.1552,10.4061,83.6472,8.6712,0.83102,221.2251,0.4577,0.3686,hybrid microservice chain with variable compute and latency demand; priority=1; regime=high-contention; cpu=4.16; memory_gb=10.41; latency_budget_ms=221.2; energy_sensitivity=0.46; edge_locality=0.37,high-contention
workload-002071,36093.16843,LS,3,3.0399,1.3622,96.5601,1.1246,0.30806,52.918,0.5529,0.897,latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=high-contention; cpu=3.04; memory_gb=1.36; latency_budget_ms=52.9; energy_sensitivity=0.55; edge_locality=0.90,high-contention
workload-002072,36103.6125,HB,1,1.4444,4.8533,427.1402,3.9302,1.50504,210.1496,0.4931,0.2963,hybrid microservice chain with variable compute and latency demand; priority=1; regime=high-contention; cpu=1.44; memory_gb=4.85; latency_budget_ms=210.1; energy_sensitivity=0.49; edge_locality=0.30,high-contention
workload-002073,36116.99285,TC,1,7.0192,9.4188,303.6596,19.8277,2.63274,260.7944,0.8524,0.3215,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=high-contention; cpu=7.02; memory_gb=9.42; latency_budget_ms=260.8; energy_sensitivity=0.85; edge_locality=0.32,high-contention
workload-002074,36163.273,TC,2,4.4294,14.2553,654.6099,16.4215,3.14985,245.7347,0.7208,0.281,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=high-contention; cpu=4.43; memory_gb=14.26; latency_budget_ms=245.7; energy_sensitivity=0.72; edge_locality=0.28,high-contention
workload-002075,36164.73481,TC,2,8.1024,16.0086,914.9811,7.2561,2.06713,316.3423,0.8172,0.1341,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=high-contention; cpu=8.10; memory_gb=16.01; latency_budget_ms=316.3; energy_sensitivity=0.82; edge_locality=0.13,high-contention
workload-002076,36175.44821,TX,2,2.6984,2.2,413.8886,0.6486,0.6136,79.8595,0.2259,0.5881,transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=2.70; memory_gb=2.20; latency_budget_ms=79.9; energy_sensitivity=0.23; edge_locality=0.59,high-contention
workload-002077,36176.16019,HB,1,3.3252,11.4732,527.0355,6.9208,2.07492,177.36,0.4856,0.7999,hybrid microservice chain with variable compute and latency demand; priority=1; regime=high-contention; cpu=3.33; memory_gb=11.47; latency_budget_ms=177.4; energy_sensitivity=0.49; edge_locality=0.80,high-contention
workload-002078,36182.23178,TC,1,4.0331,19.6131,793.368,18.0113,1.16386,333.2351,0.7256,0.3073,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=high-contention; cpu=4.03; memory_gb=19.61; latency_budget_ms=333.2; energy_sensitivity=0.73; edge_locality=0.31,high-contention
workload-002079,36210.84454,TC,1,3.9845,11.2086,516.7561,2.3706,3.27224,275.7752,0.8956,0.0384,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=high-contention; cpu=3.98; memory_gb=11.21; latency_budget_ms=275.8; energy_sensitivity=0.90; edge_locality=0.04,high-contention
workload-002080,36241.92371,TX,2,2.9641,6.2632,89.7983,3.3045,0.59973,118.3996,0.3242,0.5018,transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=2.96; memory_gb=6.26; latency_budget_ms=118.4; energy_sensitivity=0.32; edge_locality=0.50,high-contention
workload-002081,36248.5794,HB,1,4.1755,3.2289,290.5834,3.5349,0.87652,243.5561,0.3938,0.4158,hybrid microservice chain with variable compute and latency demand; priority=1; regime=high-contention; cpu=4.18; memory_gb=3.23; latency_budget_ms=243.6; energy_sensitivity=0.39; edge_locality=0.42,high-contention
workload-002082,36318.79619,LS,1,1.9465,2.3171,328.9552,0.2576,0.13806,49.2309,0.504,0.8693,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=high-contention; cpu=1.95; memory_gb=2.32; latency_budget_ms=49.2; energy_sensitivity=0.50; edge_locality=0.87,high-contention
workload-002083,36327.59384,HB,2,4.16,6.7746,628.9336,8.929,0.52033,162.9257,0.7911,0.2392,hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=4.16; memory_gb=6.77; latency_budget_ms=162.9; energy_sensitivity=0.79; edge_locality=0.24,high-contention
workload-002084,36347.90993,TC,2,2.4049,11.1968,874.7129,19.8125,1.90074,246.1059,0.7977,0.1555,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=high-contention; cpu=2.40; memory_gb=11.20; latency_budget_ms=246.1; energy_sensitivity=0.80; edge_locality=0.16,high-contention
workload-002085,36358.92542,HB,2,5.6431,15.2703,489.5642,6.5289,2.0364,131.6052,0.8609,0.8001,hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=5.64; memory_gb=15.27; latency_budget_ms=131.6; energy_sensitivity=0.86; edge_locality=0.80,high-contention
workload-002086,36417.21045,HB,3,5.7112,11.7203,354.6481,8.3326,1.33745,175.4082,0.7658,0.2875,hybrid microservice chain with variable compute and latency demand; priority=3; regime=high-contention; cpu=5.71; memory_gb=11.72; latency_budget_ms=175.4; energy_sensitivity=0.77; edge_locality=0.29,high-contention
workload-002087,36426.82875,TX,2,3.1941,1.5673,89.4957,0.4915,0.53259,112.0327,0.3984,0.6466,transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=3.19; memory_gb=1.57; latency_budget_ms=112.0; energy_sensitivity=0.40; edge_locality=0.65,high-contention
workload-002088,36434.23763,HB,1,3.5492,6.0259,467.4911,4.4766,2.59099,181.7555,0.5038,0.2635,hybrid microservice chain with variable compute and latency demand; priority=1; regime=high-contention; cpu=3.55; memory_gb=6.03; latency_budget_ms=181.8; energy_sensitivity=0.50; edge_locality=0.26,high-contention
workload-002089,36442.1506,HB,2,5.3903,15.0732,150.3913,3.306,1.05069,217.046,0.8761,0.7689,hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=5.39; memory_gb=15.07; latency_budget_ms=217.0; energy_sensitivity=0.88; edge_locality=0.77,high-contention
workload-002090,36457.87819,TX,3,3.7692,1.2174,92.6231,2.2343,0.70419,122.7766,0.286,0.3011,transactional service requiring stable latency and low jitter; priority=3; regime=high-contention; cpu=3.77; memory_gb=1.22; latency_budget_ms=122.8; energy_sensitivity=0.29; edge_locality=0.30,high-contention
workload-002091,36493.6923,LS,3,0.8081,1.8673,486.1552,0.1741,0.21675,45.0342,0.4206,0.9918,latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=high-contention; cpu=0.81; memory_gb=1.87; latency_budget_ms=45.0; energy_sensitivity=0.42; edge_locality=0.99,high-contention
workload-002092,36508.48029,LS,2,0.7564,4.4106,246.8914,1.9683,0.36225,49.1311,0.5863,0.8722,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=0.76; memory_gb=4.41; latency_budget_ms=49.1; energy_sensitivity=0.59; edge_locality=0.87,high-contention
workload-002093,36512.61926,LS,2,2.718,2.2239,299.9644,0.5413,0.15196,41.4457,0.6182,0.8389,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=2.72; memory_gb=2.22; latency_budget_ms=41.4; energy_sensitivity=0.62; edge_locality=0.84,high-contention
workload-002094,36526.06872,LS,2,2.785,5.0981,210.4577,0.2254,0.43407,46.3443,0.6047,0.8706,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=2.78; memory_gb=5.10; latency_budget_ms=46.3; energy_sensitivity=0.60; edge_locality=0.87,high-contention
workload-002095,36526.97762,LS,1,2.6805,2.0951,96.5645,0.5544,0.09101,56.4184,0.4767,0.8328,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=high-contention; cpu=2.68; memory_gb=2.10; latency_budget_ms=56.4; energy_sensitivity=0.48; edge_locality=0.83,high-contention
workload-002096,36531.49169,TX,2,2.8096,6.1083,484.4583,1.0544,0.71763,109.0358,0.4869,0.5082,transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=2.81; memory_gb=6.11; latency_budget_ms=109.0; energy_sensitivity=0.49; edge_locality=0.51,high-contention
workload-002097,36533.81018,TC,3,2.3703,14.4196,919.5894,6.4398,1.93566,292.7907,0.7243,0.0188,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=high-contention; cpu=2.37; memory_gb=14.42; latency_budget_ms=292.8; energy_sensitivity=0.72; edge_locality=0.02,high-contention
workload-002098,36538.36352,LS,3,2.119,0.966,305.2131,0.1893,0.43348,48.5547,0.4003,0.8071,latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=high-contention; cpu=2.12; memory_gb=0.97; latency_budget_ms=48.6; energy_sensitivity=0.40; edge_locality=0.81,high-contention
workload-002099,36543.48207,TX,2,2.699,7.7227,489.0184,1.1747,0.32557,90.0458,0.314,0.5751,transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=2.70; memory_gb=7.72; latency_budget_ms=90.0; energy_sensitivity=0.31; edge_locality=0.58,high-contention
workload-002100,36562.55075,HB,1,3.9121,2.9852,270.291,1.4304,2.02077,112.8556,0.5472,0.6925,hybrid microservice chain with variable compute and latency demand; priority=1; regime=high-contention; cpu=3.91; memory_gb=2.99; latency_budget_ms=112.9; energy_sensitivity=0.55; edge_locality=0.69,high-contention
workload-002101,36571.11409,HB,2,6.3833,11.0391,237.6383,8.6241,2.78181,184.3216,0.3598,0.3492,hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=6.38; memory_gb=11.04; latency_budget_ms=184.3; energy_sensitivity=0.36; edge_locality=0.35,high-contention
workload-002102,36578.46097,LS,2,1.2252,3.104,242.1688,1.5253,0.1346,38.323,0.6377,0.9565,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=1.23; memory_gb=3.10; latency_budget_ms=38.3; energy_sensitivity=0.64; edge_locality=0.96,high-contention
workload-002103,36595.15255,TC,3,7.8087,16.9426,931.2293,18.8418,3.14194,254.7754,0.9164,0.0282,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=high-contention; cpu=7.81; memory_gb=16.94; latency_budget_ms=254.8; energy_sensitivity=0.92; edge_locality=0.03,high-contention
workload-002104,36620.44781,TC,3,4.6385,17.5968,817.7325,9.6557,2.21486,328.9907,0.9636,0.0862,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=high-contention; cpu=4.64; memory_gb=17.60; latency_budget_ms=329.0; energy_sensitivity=0.96; edge_locality=0.09,high-contention
workload-002105,36644.12874,LS,2,2.5916,0.6371,393.1062,0.8014,0.45591,44.5153,0.557,0.9306,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=2.59; memory_gb=0.64; latency_budget_ms=44.5; energy_sensitivity=0.56; edge_locality=0.93,high-contention
workload-002106,36657.75389,HB,2,6.6495,7.2626,249.6049,4.5249,2.01425,108.2212,0.511,0.6053,hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=6.65; memory_gb=7.26; latency_budget_ms=108.2; energy_sensitivity=0.51; edge_locality=0.61,high-contention
workload-002107,36677.18635,TX,2,1.6387,6.8104,277.8333,1.5444,0.626,119.8006,0.3262,0.2957,transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=1.64; memory_gb=6.81; latency_budget_ms=119.8; energy_sensitivity=0.33; edge_locality=0.30,high-contention
workload-002108,36717.92381,TX,2,3.0286,4.0693,387.2562,1.11,0.5255,92.5741,0.4004,0.5509,transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=3.03; memory_gb=4.07; latency_budget_ms=92.6; energy_sensitivity=0.40; edge_locality=0.55,high-contention
workload-002109,36718.76895,LS,2,1.9854,1.432,654.3453,0.2883,0.2439,51.3452,0.4561,0.8687,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=1.99; memory_gb=1.43; latency_budget_ms=51.3; energy_sensitivity=0.46; edge_locality=0.87,high-contention
workload-002110,36718.96475,LS,2,1.5043,0.629,510.5002,1.88,0.34663,35.2437,0.3529,0.7827,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=1.50; memory_gb=0.63; latency_budget_ms=35.2; energy_sensitivity=0.35; edge_locality=0.78,high-contention
workload-002111,36737.95124,LS,2,2.1576,1.7326,302.9837,1.2112,0.1817,47.6644,0.6087,0.9845,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=2.16; memory_gb=1.73; latency_budget_ms=47.7; energy_sensitivity=0.61; edge_locality=0.98,high-contention
workload-002112,36768.94338,HB,2,6.1391,9.8915,522.5331,4.6714,1.51406,163.7273,0.3623,0.7838,hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=6.14; memory_gb=9.89; latency_budget_ms=163.7; energy_sensitivity=0.36; edge_locality=0.78,high-contention
workload-002113,36786.63268,TC,1,8.2862,12.6277,250.0021,11.925,1.8752,256.9879,0.7341,0.1751,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=high-contention; cpu=8.29; memory_gb=12.63; latency_budget_ms=257.0; energy_sensitivity=0.73; edge_locality=0.18,high-contention
workload-002114,36810.05982,LS,2,0.6672,1.155,159.3001,0.4981,0.15664,41.8257,0.4485,0.9672,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=0.67; memory_gb=1.16; latency_budget_ms=41.8; energy_sensitivity=0.45; edge_locality=0.97,high-contention
workload-002115,36830.31086,LS,1,1.6899,4.5831,581.6043,1.4488,0.19634,59.8401,0.4786,0.8097,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=high-contention; cpu=1.69; memory_gb=4.58; latency_budget_ms=59.8; energy_sensitivity=0.48; edge_locality=0.81,high-contention
workload-002116,36832.22313,LS,2,0.7549,3.5211,261.1567,0.6849,0.42962,42.1695,0.3757,0.8732,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=0.75; memory_gb=3.52; latency_budget_ms=42.2; energy_sensitivity=0.38; edge_locality=0.87,high-contention
workload-002117,36845.21071,TX,1,3.894,2.6214,151.9467,0.5877,0.56123,123.4258,0.3918,0.6436,transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=3.89; memory_gb=2.62; latency_budget_ms=123.4; energy_sensitivity=0.39; edge_locality=0.64,high-contention
workload-002118,36864.89869,TX,2,2.069,4.3285,190.6797,2.557,0.70278,121.502,0.3438,0.5541,transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=2.07; memory_gb=4.33; latency_budget_ms=121.5; energy_sensitivity=0.34; edge_locality=0.55,high-contention
workload-002119,36896.53694,TX,1,0.9475,2.493,72.568,1.0029,0.20267,83.1482,0.3607,0.2844,transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=0.95; memory_gb=2.49; latency_budget_ms=83.1; energy_sensitivity=0.36; edge_locality=0.28,high-contention
workload-002120,36897.1646,TC,3,5.3913,19.8618,975.6956,8.3839,2.28433,299.4544,1.0,0.2305,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=high-contention; cpu=5.39; memory_gb=19.86; latency_budget_ms=299.5; energy_sensitivity=1.00; edge_locality=0.23,high-contention
workload-002121,36909.74533,TX,2,2.8015,1.2305,266.7765,2.1438,0.65328,97.5728,0.3142,0.5959,transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=2.80; memory_gb=1.23; latency_budget_ms=97.6; energy_sensitivity=0.31; edge_locality=0.60,high-contention
workload-002122,36917.23204,TX,2,3.7792,2.7628,329.1929,0.6476,0.28267,95.7424,0.4937,0.4119,transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=3.78; memory_gb=2.76; latency_budget_ms=95.7; energy_sensitivity=0.49; edge_locality=0.41,high-contention
workload-002123,36925.49369,HB,3,5.2651,14.3271,608.5703,7.2388,2.39278,176.9155,0.875,0.6986,hybrid microservice chain with variable compute and latency demand; priority=3; regime=high-contention; cpu=5.27; memory_gb=14.33; latency_budget_ms=176.9; energy_sensitivity=0.88; edge_locality=0.70,high-contention
